geoid,place,County-Person-age-Years5Onwards-nativity-USC_ForeignBorn,County-Person-age-Years25Onwards-educationalAttainment-RegularHighSchoolDiploma,County-Person-age-Years18Onwards-armedForcesStatus-Civilian-veteranStatus-Veteran,County-Person-placeOfBirth-BornInStateOfResidence,County-Person-gender-Female,County-Person-race-USC_TwoOrMoreRaces,County-Person-age-Years15Onwards-income-USDollar75000Onwards-incomeStatus-WithIncome,County-HousingUnit-occupancyStatus-OccupiedHousingUnit-occupancyTenure-OwnerOccupied,County-Person-povertyStatus-BelowPovertyLevelInThePast12Months,County-Person-age-Years15Onwards-maritalStatus-NowMarriedExceptSeparated,County-Person
40065,Jackson County,1540,3559,3400,12846,13253,1976,1516,6459,4164,11219,26280
40137,Stephens County,942,10529,4352,30135,23014,1722,2600,12526,6466,20008,44929
42117,Tioga County,481,11291,4129,29804,21484,460,1865,12680,6199,19115,42267
47015,Cannon County,218,3370,1004,9910,7014,148,283,4155,2418,5909,13790
42101,Philadelphia County,185523,302960,74487,1039114,811411,38949,83558,308931,395789,369223,1536704
42089,Monroe County,17093,36297,13411,64311,85468,4792,13330,47129,19790,70467,168947
46095,Mellette County,10,345,156,1731,1044,96,58,466,745,662,2072
46003,Aurora County,90,711,224,2167,1342,31,109,888,169,1385,2722
48043,Brewster County,509,1187,696,6038,4713,143,595,2522,1126,3849,9244
42067,Juniata County,443,8219,1659,22002,12454,183,808,7070,2875,11413,24737
40019,Carter County,1207,11913,4039,33813,24600,2778,2235,12013,7662,18837,47904
48121,Denton County,97116,69470,39891,344953,349259,25991,92939,159433,59068,290637,687857
46101,Moody County,160,1350,548,4334,3202,319,395,1900,764,2972,6460
42019,Butler County,3292,41364,15172,153478,93485,1652,18707,56253,16756,85654,184535
47179,Washington County,3965,19994,11882,74455,63629,2099,8200,34209,21952,53066,123891
45003,Aiken County,5530,29588,14081,66941,83400,2732,11857,46481,30089,65177,161710
48255,Karnes County,854,2518,1196,12718,6003,271,774,3252,2657,5595,14916
41049,Morrow County,1947,1933,1062,5329,5451,442,512,2737,2011,4708,11218
46107,Potter County,22,667,242,1784,1224,14,115,856,293,1114,2323
48063,Camp County,1524,2033,997,8595,6316,177,439,3000,2665,5120,12415
48133,Eastland County,740,3470,1657,14501,9375,380,522,5159,3300,7352,18465
48225,Houston County,927,5044,2109,18984,10852,231,920,5617,4109,8967,23365
47109,McNairy County,307,6277,2212,17431,13233,395,690,7155,5786,11476,26066
42065,Jefferson County,279,14874,3802,39897,22716,428,1501,13777,6762,20143,45015
40153,Woodward County,763,4347,1339,13629,9668,702,1469,5297,2973,8796,20483
42017,Bucks County,50734,129056,40571,429340,319066,9621,88801,179645,33433,285502,625977
46127,Union County,266,2523,1225,3957,7337,237,1643,4330,631,6962,14575
48437,Swisher County,429,1457,616,6286,3618,319,295,1903,1656,3324,7807
48061,Cameron County,100734,44219,16018,264635,212654,3984,12015,79188,141315,148912,410710
42113,Sullivan County,110,2226,774,5257,3104,18,296,1996,870,2836,6419
49023,Juab County,124,1809,534,8366,4976,100,404,2422,1491,4459,10300
48491,Williamson County,47568,48714,33319,240533,224237,12945,51904,106237,30651,194300,441445
48187,Guadalupe County,9315,20760,15646,85083,69130,4150,11185,36091,13035,59286,135940
47121,Meigs County,23,2497,1024,8405,5923,283,330,3826,2380,5258,11706
45041,Florence County,3494,26641,9328,102914,73049,2391,7396,33764,26564,48651,137393
46063,Harding County,24,237,69,563,641,36,74,391,225,671,1330
40111,Okmulgee County,329,8665,3379,29655,19879,4515,1573,10543,7491,15075,39747
48303,Lubbock County,15631,33493,15832,213478,142886,9104,17840,61577,55099,99377,282633
48271,Kinney County,548,528,497,2238,1714,12,123,980,860,1661,3589
45013,Beaufort County,17047,24615,18885,45627,83721,3091,17592,46019,19841,76685,165354
46109,Roberts County,70,2155,790,6916,5090,332,523,2544,1959,4057,10210
48305,Lynn County,434,1080,260,4864,2869,67,286,1556,1167,2485,5841
45005,Allendale County,147,1976,622,8413,4716,12,135,2173,3258,2867,10214
48155,Foard County,17,169,93,872,576,1e-10,67,341,169,463,1133
47165,Sumner County,5955,29463,12953,93130,83850,1875,13005,44346,16795,73952,163724
40109,Oklahoma County,75557,102203,58256,429519,373944,48000,53763,171023,132490,269947,732118
42031,Clarion County,388,11194,3011,34950,20422,303,1777,11183,6945,16763,39720
46065,Hughes County,190,2679,1316,11637,8801,787,1558,4715,1855,7668,17238
40053,Grant County,39,1058,365,2892,2268,233,323,1479,386,2196,4522
48051,Burleson County,1107,3535,1310,12954,8553,219,786,4950,2547,7761,17201
48489,Willacy County,3435,2855,1081,16621,10153,87,421,4282,7899,7311,22039
48451,Tom Green County,7643,17100,8975,78398,56904,2753,6098,27166,17175,44341,111969
48227,Howard County,3741,4318,2843,24444,15394,1362,1796,7461,4523,13109,35297
48009,Archer County,333,1839,863,6833,4412,71,651,2695,988,4704,8853
45023,Chester County,314,7322,2641,24701,16949,504,1027,9356,7950,11352,32879
46013,Brown County,951,7550,2556,26815,18942,357,2207,10943,3141,15815,36982
48419,Shelby County,2502,5274,1826,18550,13075,306,1463,7014,5567,10085,25677
48071,Chambers County,2990,5782,2277,25635,17657,931,4505,10065,3410,17492,35570
48087,Collingsworth County,360,457,204,1934,1597,66,185,922,606,1314,3061
48421,Sherman County,543,445,180,1578,1481,75,164,761,410,1425,3048
41057,Tillamook County,1552,5331,2778,13518,12475,595,1066,7150,3963,11299,25300
48387,Red River County,376,2904,1059,9682,6625,178,397,3578,2000,5315,12709
49051,Wasatch County,2497,2421,853,15034,12186,337,2170,5738,2325,11113,24542
41023,Grant County,93,1610,894,4025,3726,259,432,2335,1255,3634,7359
48447,Throckmorton County,70,307,137,1293,801,18,88,551,219,792,1623
48091,Comal County,6947,15579,12595,71402,57007,3151,13441,31912,11311,54887,112083
40083,Logan County,1094,7452,3592,26143,21576,1670,3368,11730,5458,19324,42871
47175,Van Buren County,55,1743,480,4348,2797,125,119,1790,1232,2369,5562
48179,Gray County,1668,3456,1467,15648,10811,702,1301,6244,3061,9414,22777
47057,Grainger County,251,5210,1580,16260,11381,249,545,7293,4562,10688,22653
47035,Cumberland County,1332,12333,6571,28872,29140,942,2164,18639,9830,28289,56589
48235,Irion County,30,421,187,1254,815,24,147,493,140,818,1603
48295,Lipscomb County,435,629,235,1510,1607,103,269,790,364,1512,3379
48373,Polk County,2930,8561,4558,32661,21204,765,2018,13509,8305,19056,45620
48339,Montgomery County,60639,62529,32099,257150,238319,10600,57823,119126,58261,206335,472162
42119,Union County,1772,10034,3467,30428,20177,764,2462,11034,4400,17882,44932
42097,Northumberland County,1214,30700,9663,82817,46915,836,3949,28040,12761,41408,94444
42087,Mifflin County,303,14096,4045,42232,23745,469,1406,13766,7032,20328,46698
48467,Van Zandt County,2325,10811,4789,39374,26660,772,2612,14845,8477,23399,52515
41015,Curry County,760,4582,3554,6248,11546,928,1272,7022,3341,10621,22361
48037,Bowie County,3090,17372,8160,57273,45919,2276,4903,22590,17296,35005,92851
48021,Bastrop County,8312,12611,6672,48592,36616,1136,4365,19892,11917,32188,74730
47041,DeKalb County,1080,4353,1334,13300,9381,186,521,5108,3521,8255,18875
45045,Greenville County,36449,67263,32427,243571,236537,8096,37569,117402,70589,185986,459857
46102,Oglala Lakota County,,,,,,,,-1,,,-1
39089,Licking County,2890,37640,14646,131111,85331,3607,12245,46665,19567,72976,167065
35051,Sierra County,585,2616,1834,4997,6052,367,354,3215,2618,4079,11898
39085,Lake County,12209,51114,18485,177769,117742,3570,19509,70497,20874,98607,229850
37039,Cherokee County,666,5640,2740,13246,14036,564,803,8807,4812,12941,27243
35053,Socorro County,1003,3165,1295,12366,8493,203,636,3834,4317,4916,17756
39153,Summit County,23748,108858,40983,415119,279686,12804,44034,149549,81846,211997,541592
39077,Huron County,1662,16727,4615,48447,30098,1259,2536,16293,7916,25389,59390
31071,Garfield County,3,642,182,1560,980,5,76,641,247,1006,1947
37139,Pasquotank County,1137,5857,3941,22246,20830,763,2275,9174,6996,14907,40419
30005,Blaine County,50,1106,527,5355,3220,89,212,1463,1861,2255,6550
36107,Tioga County,1086,10908,4423,34101,25790,628,3954,16057,4699,23745,50789
37083,Halifax County,928,10870,3537,42126,28220,1974,1547,13324,14422,17709,54251
31111,Lincoln County,673,7094,3307,25708,18274,762,2294,10338,4000,15724,36128
38075,Renville County,49,485,268,1820,1200,13,250,821,172,1312,2512
39029,Columbiana County,1274,32130,10047,81053,53319,1496,4073,30560,17331,46452,107078
36069,Ontario County,3872,18118,8978,86602,55304,2112,9335,32283,9983,46047,108311
39119,Muskingum County,855,23243,6554,74002,44328,2613,3206,23202,15056,34843,85872
30057,Madison County,170,1642,798,3515,3733,90,515,2696,662,4105,7702
38099,Walsh County,244,2128,904,8907,5509,131,700,3774,1150,5263,11102
31157,Scotts Bluff County,1569,6409,3008,24102,19067,712,2017,9940,4934,15030,36883
38001,Adams County,32,611,225,1520,1158,24,167,809,224,1326,2328
37151,Randolph County,9586,27137,10305,101307,72080,2308,5031,40116,24921,61802,142042
34009,Cape May County,5111,22621,8802,45742,49572,1430,10788,31569,9561,45520,96684
39125,Paulding County,219,5914,1511,14279,9783,333,793,6040,2628,9100,19441
30061,Mineral County,31,1043,639,1643,2075,5,144,1155,756,1785,4219
38065,Oliver County,2,353,148,1557,895,21,227,650,134,1030,1840
32033,White Pine County,240,2231,1168,3868,4406,262,764,2379,1171,3546,10023
36067,Onondaga County,32882,70793,30551,357711,241870,13359,40374,120866,66530,171951,467202
39169,Wayne County,1996,28641,8025,93414,58021,1506,5720,31103,13737,50918,114750
31135,Perkins County,21,499,154,2066,1494,8,192,948,166,1611,2949
39145,Scioto County,786,18017,6446,64148,39804,1613,3058,20484,17531,31482,78952
36117,Wayne County,2570,19311,6662,79059,47136,1293,5961,28648,10371,41296,93224
31007,Banner County,32,146,66,514,427,13,41,210,126,452,816
39005,Ashland County,1130,13904,4136,44287,27235,614,2190,15090,8283,24440,53234
39139,Richland County,1894,31318,10676,98694,60947,3182,5637,33518,18246,48861,123387
39101,Marion County,827,16419,5535,54533,31076,1767,2444,16988,11170,27152,66323
34029,Ocean County,44244,135398,48709,379028,301191,8968,63281,180299,59342,250486,578902
39019,Carroll County,258,8846,2419,24504,14322,365,1347,8753,4403,13752,28689
36095,Schoharie County,768,7349,2798,26677,16255,375,2156,9964,3557,13871,32404
37087,Haywood County,1551,10964,6138,37273,30456,866,2988,19809,9672,28730,58951
37113,Macon County,1626,6133,4073,15041,17521,367,1330,11352,7092,16612,33859
37093,Hoke County,2705,7191,4632,27362,24896,2718,2095,10968,10899,18075,48842
36059,Nassau County,285336,207399,61803,961283,693050,35683,244522,355915,79070,587629,1343765
35035,Otero County,7532,9427,8882,25214,31900,2048,2870,15880,13583,26908,64767
31177,Washington County,212,4138,1809,14550,10111,257,1815,5971,1517,9720,20234
30063,Missoula County,2981,14150,8903,54637,54831,2969,7153,26762,17838,41692,110243
34003,Bergen County,268973,147772,37238,390775,472046,18915,162759,220018,65215,407905,912795
38083,Sheridan County,4,374,109,1001,654,12,66,531,180,802,1313
31127,Nemaha County,100,1517,674,5080,3702,57,568,2049,697,3044,7207
30093,Silver Bow County,654,7357,3172,23286,16850,702,1841,9846,6385,12940,34322
38081,Sargent County,59,866,305,2086,1823,17,242,1346,282,2004,3859
37021,Buncombe County,13548,35890,20486,127579,125465,6076,16191,65042,40206,96484,241801
31075,Grant County,4,146,50,452,305,1e-10,27,163,111,306,614
31005,Arthur County,1e-10,61,31,412,259,2,10,109,35,201,507
37163,Sampson County,5847,12061,4359,46453,32360,1585,1916,16147,14337,23492,63687
39015,Brown County,225,12179,3683,35880,22499,575,1634,12708,6184,19804,44604
36055,Monroe County,60578,104736,43341,553164,386229,17029,65322,193265,108469,274379,746548
36027,Dutchess County,34710,46613,18958,208522,149441,7918,38812,75038,25155,123150,297385
32011,Eureka County,23,301,193,624,844,7,249,482,248,832,1804
38093,Stutsman County,218,4270,1632,15682,10407,350,1351,6197,2329,8764,21046
34023,Middlesex County,250817,134823,33164,386293,415489,18359,122203,185879,67441,344229,817026
34041,Warren County,9713,23727,7042,70693,55486,1695,14918,30739,8272,48128,108150
34033,Salem County,2939,15479,5548,41606,33851,1331,6332,17925,8031,26091,65825
31105,Kimball County,84,771,379,1983,1867,45,244,1084,484,1874,3779
36115,Washington County,1421,16007,5811,47102,30493,814,3402,18027,7891,26717,63237
39151,Stark County,7205,92531,31484,308111,193617,10003,21710,104991,54747,154029,375348
39147,Seneca County,693,15033,4720,48655,28108,861,2032,15672,8285,23688,56376
39049,Franklin County,109662,172884,68862,789494,606206,38361,103272,258092,208639,403330,1181824
36011,Cayuga County,1879,15696,6608,68306,39037,1291,4421,22536,9581,32049,79767
36003,Allegany County,1034,10521,4359,38725,24015,330,1922,13772,7169,20045,48618
38003,Barnes County,285,2269,967,8387,5586,70,789,3416,976,5296,11085
39031,Coshocton County,164,11026,3352,31962,18688,434,1612,10717,6157,16415,36862
39047,Fayette County,381,7802,2187,25110,14688,651,1060,7188,5686,11561,28902
37029,Camden County,313,1511,1087,4407,4959,86,874,3092,598,4684,10037
39141,Ross County,565,20666,7168,65835,36834,3183,3339,20533,14097,31213,77802
34019,Hunterdon County,10646,18649,7291,79195,63779,1636,28943,39576,4874,60531,127047
39087,Lawrence County,231,16610,5615,25219,32029,1273,2650,17597,11249,25034,62309
31099,Kearney County,158,1216,590,4866,3321,50,364,1920,309,3251,6518
31069,Garden County,30,474,245,1144,984,30,112,649,179,1047,1966
31087,Hitchcock County,36,588,310,1991,1416,22,130,1001,434,1466,2884
37069,Franklin County,2763,11324,4275,39585,30767,1459,3089,17829,9549,27149,61154
39083,Knox County,950,14615,4489,47118,31153,864,3495,16135,8180,26844,60925
37089,Henderson County,8227,17638,11432,49583,55476,2454,6527,33630,14975,52217,107583
30097,Sweet Grass County,54,903,304,2170,1746,95,236,952,488,1798,3640
39011,Auglaize County,454,12631,3550,39544,23104,533,2538,13616,4001,21703,45906
38067,Pembina County,275,1743,680,5255,3599,95,444,2566,621,3780,7327
39131,Pike County,185,7756,2244,23695,14241,423,1138,7803,6593,11351,28587
39027,Clinton County,537,10878,3883,34928,21433,749,1960,10671,6725,18017,42013
38063,Nelson County,35,666,383,2422,1462,18,207,1219,230,1538,3101
36019,Clinton County,3915,15684,7457,63022,39736,1112,4849,21606,10717,32383,81865
36109,Tompkins County,12793,9691,4764,56979,51925,2808,9015,21620,18194,34354,102270
35029,Luna County,3893,4062,2177,11771,12605,392,698,6044,7323,9562,25001
37099,Jackson County,1867,5568,3137,23200,20510,804,1725,10589,7994,15574,40362
37183,Wake County,117758,87527,54713,405676,476625,19914,120792,227376,99679,377718,929214
37063,Durham County,38070,27042,15057,137814,143731,8248,26818,61223,48737,96375,276494
31041,Custer County,72,2545,926,8828,5478,148,587,3576,1020,5492,10872
39037,Darke County,369,15696,3760,42371,26846,580,2011,15450,7101,24099,52666
30003,Big Horn County,160,2113,630,9938,6453,344,381,2321,3238,4054,12939
38013,Burke County,79,448,161,1437,1023,21,263,681,260,1037,2094
31013,Box Butte County,193,2271,998,7351,5856,150,836,3201,2650,5074,11312
32017,Lincoln County,157,926,591,1615,2441,43,262,1239,859,2369,5296
36043,Herkimer County,2416,13172,5622,55073,32820,759,2964,18903,9449,27091,64428
37043,Clay County,275,1837,1365,3290,5413,87,573,3578,2543,5292,10599
31153,Sarpy County,8703,21289,18098,87027,81506,5061,16965,42083,10678,73937,162728
32023,Nye County,3477,9352,7469,8664,21414,766,2412,12794,8111,20349,43368
37051,Cumberland County,17999,43958,42332,146533,165710,18471,18517,66427,52604,119828,322033
31059,Fillmore County,49,1487,502,4894,3011,31,323,1888,486,2779,5818
39057,Greene County,7159,25016,17876,102043,82891,4251,17774,42601,21277,68618,162588
31095,Jefferson County,49,2149,641,5807,3852,80,380,2583,1005,3596,7563
37161,Rutherford County,1858,11914,5593,47727,34812,1042,2092,19442,14188,29786,67403
33013,Merrimack County,5601,24408,12976,77604,74327,2228,14532,41034,12174,63336,146710
34039,Union County,157203,101813,20109,272687,277889,9283,69010,111977,57591,203344,540568
38047,Logan County,8,441,178,1543,1020,16,144,696,193,1033,1966
31139,Pierce County,39,1784,709,6041,3538,68,419,2338,393,3657,7211
31125,Nance County,9,899,237,3134,1862,5,165,1157,455,1706,3707
35031,McKinley County,1932,12732,3162,56261,37114,2611,1746,12644,25046,18132,72373
37103,Jones County,412,2196,1067,7706,5243,185,241,2887,1691,4119,10194
37189,Watauga County,1781,4959,3180,29207,25800,2267,2940,11474,14420,18695,51557
30085,Roosevelt County,82,1905,504,8699,5441,760,379,1921,2787,3109,10665
31089,Holt County,182,2358,821,8416,5314,37,527,3331,1044,5325,10435
36035,Fulton County,1259,12266,4538,47776,27724,801,3007,15596,8649,22566,55165
37149,Polk County,837,3794,2006,8720,10581,144,1134,6518,3348,9506,20381
34005,Burlington County,42522,83732,36014,231545,228757,13862,66690,128340,24092,188431,449964
30087,Rosebud County,131,1599,786,6492,4679,294,697,2237,1584,3783,9310
37025,Cabarrus County,13692,27774,12361,102025,92898,3361,13901,47286,23799,78114,181415
37033,Caswell County,393,4602,1441,14449,11551,406,482,6324,5014,9673,23462
31043,Dakota County,4247,3605,1167,4260,10523,277,810,4710,3495,8686,20920
39117,Morrow County,229,9718,2884,28951,17517,506,1489,10634,4677,16544,34932
30111,Yellowstone County,2555,26342,13513,86951,76738,3806,11239,41965,18027,61349,150156
31143,Polk County,134,1211,423,4368,2715,76,316,1659,431,2714,5342
36049,Lewis County,468,7737,2332,23691,13462,178,1166,8220,3622,12644,27108
38019,Cavalier County,82,794,397,3212,1962,66,373,1485,187,2260,3952
38103,Wells County,27,1010,315,3365,2136,71,307,1494,368,2355,4220
35011,De Baca County,91,367,153,1351,1014,68,183,549,458,741,1975
35017,Grant County,1319,4729,3003,16715,14846,729,1610,9397,5841,11684,29471
30035,Glacier County,280,1592,934,10661,7027,218,359,2494,4478,3956,13528
39039,Defiance County,698,9950,3211,28936,19661,599,1922,11524,5296,17095,38911
37195,Wilson County,5726,14215,6104,60834,42490,1940,3181,19314,18512,30246,81365
37131,Northampton County,299,4582,1427,16482,11224,671,578,6276,5478,6961,21645
38051,McIntosh County,26,608,238,2042,1443,58,151,1095,368,1495,2791
30103,Treasure County,10,169,80,445,341,36,36,233,80,397,711
31137,Phelps County,173,1840,722,6968,4656,107,549,2746,808,4502,9186
39025,Clermont County,4734,40692,14613,148694,100630,2701,17754,55465,20014,87419,198417
36123,Yates County,422,5078,2015,20153,12978,292,1403,7352,3817,11076,25293
30067,Park County,371,2958,1386,6589,7844,412,782,4841,1903,7100,15621
36051,Livingston County,1893,12350,4932,55124,32539,1211,3992,17916,7924,26298,65087
30029,Flathead County,1845,17265,8688,42450,45791,1757,5638,26200,12815,41834,91536
37167,Stanly County,1765,11660,4315,46870,30205,967,2234,16924,9396,25431,60529
35013,Doña Ana County,35938,22649,16154,85603,107461,3914,11329,48269,55618,77527,211175
